date_text,date_d,group_id,item_id,daily_sales,warehouse,item_price,item_style,fabric_type,fabric_color,fabric_pattern,item_cut,consultant_no,holiday,max_temp,average_temp,min_temp,mid_point,max_humidity,average_humidity,min_humidity,max_wind,average_wind,max_gust,precipitation,testing_data
20180622,22-06-18,d,d0008,34.00,3.00,1297.50,formal,viscose,black,other,3.00,9.00,0.00,33.10,24.40,15.70,17.10,93.00,73.00,45.00,16.00,1.00,16.00,0.23,1.00
20180623,23-06-18,d,d0008,42.00,59.00,1297.50,formal,viscose,black,other,3.00,10.00,0.00,15.80,13.70,11.50,12.80,95.00,91.00,86.00,16.00,1.00,16.00,0.10,1.00
20180624,24-06-18,d,d0008,30.00,86.00,1297.50,formal,viscose,black,other,3.00,7.00,1.00,20.40,15.30,10.30,10.00,93.00,75.00,51.00,13.00,1.00,14.00,0.00,1.00
20180625,25-06-18,d,d0008,22.00,19.00,1297.50,formal,viscose,black,other,3.00,8.00,0.00,25.70,18.10,10.40,10.70,91.00,64.00,40.00,16.00,0.00,16.00,0.00,1.00
20180626,26-06-18,d,d0008,24.00,40.00,1297.50,formal,viscose,black,other,3.00,9.00,0.00,27.60,20.10,12.60,12.00,90.00,61.00,36.00,14.00,0.00,14.00,0.00,1.00
20180627,27-06-18,d,d0008,22.00,23.00,1297.50,formal,viscose,black,other,3.00,9.00,0.00,25.80,21.00,16.10,14.80,84.00,65.00,52.00,18.00,1.00,19.00,0.05,1.00
20180628,28-06-18,d,d0008,34.00,51.00,1297.50,formal,viscose,black,other,3.00,9.00,1.00,27.70,23.40,19.30,17.70,88.00,73.00,59.00,24.00,1.00,24.00,0.03,1.00
20180629,29-06-18,d,d0008,27.00,97.00,1297.50,formal,viscose,black,other,3.00,10.00,1.00,29.40,24.80,20.10,18.00,89.00,72.00,57.00,10.00,0.00,11.00,0.00,1.00
20180630,30-06-18,d,d0008,28.00,77.00,1297.50,formal,viscose,black,other,3.00,9.00,1.00,26.70,19.90,13.20,18.30,98.00,92.00,68.00,13.00,0.00,13.00,6.17,1.00
20180701,01-07-18,d,d0008,21.00,64.00,1427.25,formal,viscose,black,other,3.00,8.00,1.00,18.80,14.80,10.80,10.60,97.00,83.00,58.00,18.00,1.00,19.00,1.09,1.00
20180702,02-07-18,d,d0008,24.00,53.00,1427.25,formal,viscose,black,other,3.00,6.00,0.00,16.20,13.30,10.50,10.20,94.00,83.00,70.00,21.00,1.00,21.00,0.20,1.00
20180703,03-07-18,d,d0008,28.00,96.00,1427.25,formal,viscose,black,other,3.00,6.00,0.00,21.50,17.40,13.30,11.50,85.00,71.00,54.00,14.00,1.00,14.00,0.00,1.00
20180704,04-07-18,d,d0008,27.00,31.00,1427.25,formal,viscose,black,other,3.00,8.00,0.00,27.00,19.90,12.80,12.70,90.00,64.00,42.00,21.00,1.00,23.00,0.00,1.00
20180705,05-07-18,d,d0008,36.00,7.00,1427.25,formal,viscose,black,other,3.00,7.00,0.00,28.70,21.30,14.20,14.80,93.00,67.00,45.00,14.00,0.00,14.00,0.00,1.00
20180706,06-07-18,d,d0008,42.00,93.00,1427.25,formal,viscose,black,other,3.00,7.00,0.00,31.70,25.30,19.10,16.10,76.00,59.00,39.00,16.00,1.00,18.00,0.00,1.00
20180707,07-07-18,d,d0008,29.00,69.00,1427.25,formal,viscose,black,other,3.00,9.00,1.00,28.30,22.80,17.40,14.60,80.00,59.00,42.00,13.00,0.00,13.00,0.00,1.00
20180708,08-07-18,d,d0008,25.00,5.00,1427.25,formal,viscose,black,other,3.00,8.00,1.00,29.30,22.90,16.60,14.90,80.00,63.00,43.00,10.00,0.00,10.00,0.00,1.00
20180709,09-07-18,d,d0008,26.00,65.00,1427.25,formal,viscose,black,other,3.00,8.00,0.00,29.30,22.90,16.60,15.90,89.00,64.00,44.00,8.00,0.00,10.00,0.00,1.00
20180710,10-07-18,d,d0008,28.00,20.00,1427.25,formal,viscose,black,other,3.00,8.00,0.00,30.40,23.80,17.20,16.60,90.00,70.00,46.00,13.00,0.00,16.00,0.00,1.00
20180711,11-07-18,d,d0008,28.00,48.00,1427.25,formal,viscose,black,other,3.00,9.00,0.00,22.80,20.10,17.20,17.70,96.00,89.00,73.00,11.00,0.00,11.00,0.48,1.00
20180712,12-07-18,d,d0008,25.00,35.00,1427.25,formal,viscose,black,other,3.00,9.00,0.00,30.70,24.30,17.90,18.40,94.00,74.00,49.00,5.00,0.00,10.00,0.00,1.00
20180713,13-07-18,d,d0008,29.00,72.00,1427.25,formal,viscose,black,other,3.00,7.00,0.00,31.00,24.60,18.40,19.40,99.00,77.00,48.00,11.00,0.00,11.00,0.00,1.00
20180714,14-07-18,d,d0008,28.00,59.00,1427.25,formal,viscose,black,other,3.00,8.00,1.00,27.60,22.60,17.40,15.50,92.00,69.00,46.00,10.00,0.00,10.00,0.00,1.00
20180715,15-07-18,d,d0008,28.00,61.00,1427.25,formal,viscose,black,other,3.00,8.00,1.00,28.60,22.70,16.90,15.70,88.00,70.00,44.00,8.00,0.00,8.00,0.00,1.00
20180716,16-07-18,d,d0008,25.00,2.00,1427.25,formal,viscose,black,other,3.00,7.00,0.00,28.80,22.40,16.10,16.40,89.00,69.00,47.00,10.00,0.00,10.00,0.00,1.00
20180717,17-07-18,d,d0008,30.00,25.00,1427.25,formal,viscose,black,other,3.00,7.00,0.00,26.70,22.20,17.70,18.10,96.00,81.00,61.00,10.00,0.00,10.00,0.05,1.00
20180718,18-07-18,d,d0008,24.00,38.00,1427.25,formal,viscose,black,other,3.00,8.00,0.00,28.10,23.20,18.40,19.70,99.00,90.00,63.00,8.00,0.00,8.00,0.56,1.00
20180719,19-07-18,d,d0008,30.00,67.00,1427.25,formal,viscose,black,other,3.00,6.00,0.00,29.70,24.50,19.20,20.10,99.00,84.00,53.00,10.00,0.00,10.00,0.03,1.00
20180720,20-07-18,d,d0008,28.00,57.00,1427.25,formal,viscose,black,other,3.00,3.00,0.00,26.60,22.90,19.20,19.10,94.00,82.00,65.00,10.00,0.00,11.00,0.66,1.00
20180721,21-07-18,d,d0008,34.00,57.00,1427.25,formal,viscose,black,other,3.00,7.00,1.00,28.40,23.60,18.80,19.60,96.00,87.00,61.00,13.00,0.00,16.00,1.04,1.00
20180722,22-07-18,d,d0008,24.00,47.00,1427.25,formal,viscose,black,other,3.00,6.00,1.00,26.50,22.40,18.30,19.00,98.00,85.00,62.00,13.00,1.00,13.00,0.25,1.00
20180723,23-07-18,d,d0008,19.00,68.00,1427.25,formal,viscose,black,other,3.00,8.00,0.00,27.40,23.60,19.70,20.50,97.00,90.00,74.00,8.00,0.00,8.00,1.27,1.00
20180724,24-07-18,d,d0008,28.00,52.00,1427.25,formal,viscose,black,other,3.00,9.00,0.00,31.90,25.60,19.30,20.20,98.00,86.00,53.00,11.00,0.00,11.00,0.30,1.00
20180725,25-07-18,d,d0008,21.00,31.00,1427.25,formal,viscose,black,other,3.00,9.00,0.00,30.40,24.30,18.10,20.10,99.00,90.00,63.00,16.00,0.00,16.00,1.04,1.00
20180726,26-07-18,d,d0008,19.00,74.00,1427.25,formal,viscose,black,other,3.00,8.00,0.00,25.90,22.60,19.20,20.40,97.00,90.00,77.00,10.00,0.00,11.00,0.00,1.00
20180727,27-07-18,d,d0008,24.00,33.00,1427.25,formal,viscose,black,other,3.00,7.00,0.00,27.50,23.70,20.00,21.50,98.00,89.00,75.00,16.00,0.00,16.00,0.33,1.00
20180728,28-07-18,d,d0008,28.00,32.00,1427.25,formal,viscose,black,other,3.00,8.00,1.00,31.30,25.40,19.70,21.30,99.00,81.00,59.00,13.00,0.00,14.00,0.43,1.00
20180729,29-07-18,d,d0008,24.00,41.00,1427.25,formal,viscose,black,other,3.00,8.00,1.00,29.10,23.90,18.90,19.70,95.00,77.00,60.00,14.00,0.00,16.00,0.00,1.00
20180730,30-07-18,d,d0008,22.00,69.00,1427.25,formal,viscose,black,other,3.00,7.00,0.00,32.60,26.30,20.10,21.30,96.00,77.00,55.00,14.00,0.00,18.00,0.13,1.00
20180731,31-07-18,d,d0008,24.00,43.00,1427.25,formal,viscose,black,other,3.00,8.00,0.00,32.10,27.10,22.10,21.70,90.00,75.00,56.00,18.00,0.00,23.00,0.00,1.00
20180801,01-08-18,d,d0008,29.00,13.00,1427.25,formal,viscose,black,other,3.00,7.00,0.00,30.20,24.80,19.60,18.00,93.00,70.00,46.00,11.00,0.00,11.00,0.00,1.00
20180802,02-08-18,d,d0008,25.00,51.00,1427.25,formal,viscose,black,other,3.00,7.00,0.00,30.60,24.80,19.10,16.10,78.00,62.00,40.00,14.00,0.00,14.00,0.00,1.00
20180803,03-08-18,d,d0008,35.00,18.00,1427.25,formal,viscose,black,other,3.00,7.00,0.00,31.40,25.10,18.90,16.70,82.00,62.00,37.00,10.00,0.00,11.00,0.00,1.00
20180804,04-08-18,d,d0008,27.00,2.00,1427.25,formal,viscose,black,other,3.00,7.00,1.00,33.20,26.20,19.20,17.80,87.00,65.00,39.00,13.00,0.00,14.00,0.00,1.00
20180805,05-08-18,d,d0008,28.00,69.00,1427.25,formal,viscose,black,other,3.00,7.00,1.00,32.60,25.90,19.30,20.10,95.00,77.00,47.00,23.00,0.00,23.00,0.25,1.00
20180806,06-08-18,d,d0008,30.00,22.00,1427.25,formal,viscose,black,other,3.00,8.00,0.00,30.80,25.70,20.40,18.30,86.00,71.00,46.00,6.00,0.00,13.00,0.00,1.00
20180807,07-08-18,d,d0008,27.00,75.00,1427.25,formal,viscose,black,other,3.00,7.00,0.00,24.80,21.80,18.80,13.70,72.00,63.00,51.00,6.00,0.00,8.00,0.00,1.00
20180808,08-08-18,d,d0008,35.00,36.00,1427.25,formal,viscose,black,other,3.00,8.00,0.00,29.10,22.70,16.30,14.70,87.00,64.00,43.00,11.00,0.00,11.00,0.00,1.00
20180809,09-08-18,d,d0008,22.00,58.00,1427.25,formal,viscose,black,other,3.00,6.00,0.00,28.80,21.50,14.20,13.30,93.00,63.00,39.00,6.00,0.00,10.00,0.00,1.00
20180810,10-08-18,d,d0008,21.00,20.00,1427.25,formal,viscose,black,other,3.00,5.00,0.00,29.50,21.60,13.60,13.00,92.00,62.00,36.00,13.00,0.00,13.00,0.00,1.00
20180811,11-08-18,d,d0008,32.00,28.00,1427.25,formal,viscose,black,other,3.00,8.00,1.00,30.30,22.10,13.80,14.30,97.00,64.00,38.00,11.00,0.00,11.00,0.00,1.00
20180812,12-08-18,d,d0008,25.00,40.00,1427.25,formal,viscose,black,other,3.00,9.00,1.00,29.80,23.30,16.90,14.90,75.00,61.00,45.00,11.00,0.00,11.00,0.00,1.00
20180813,13-08-18,d,d0008,20.00,13.00,1427.25,formal,viscose,black,other,3.00,7.00,0.00,30.70,22.40,14.30,15.30,89.00,64.00,44.00,11.00,0.00,11.00,0.00,1.00
20180814,14-08-18,d,d0008,29.00,6.00,1427.25,formal,viscose,black,other,3.00,8.00,0.00,33.80,25.80,17.90,17.40,91.00,63.00,37.00,11.00,0.00,13.00,0.00,1.00
20180815,15-08-18,d,d0008,20.00,91.00,1427.25,formal,viscose,black,other,3.00,10.00,0.00,33.90,26.80,19.80,16.20,85.00,56.00,32.00,16.00,0.00,16.00,0.00,1.00
20180816,16-08-18,d,d0008,21.00,41.00,1427.25,formal,viscose,black,other,3.00,8.00,0.00,27.20,22.80,18.40,18.80,97.00,82.00,56.00,26.00,0.00,26.00,0.53,1.00
20180817,17-08-18,d,d0008,22.00,24.00,1427.25,formal,viscose,black,other,3.00,8.00,0.00,30.40,24.30,18.20,18.70,98.00,75.00,49.00,11.00,0.00,11.00,0.00,1.00
20180818,18-08-18,d,d0008,28.00,79.00,1427.25,formal,viscose,black,other,3.00,8.00,1.00,30.30,23.80,17.30,18.80,97.00,77.00,52.00,16.00,0.00,16.00,5.08,1.00
20180819,19-08-18,d,d0008,33.00,1.00,1427.25,formal,viscose,black,other,3.00,8.00,1.00,28.40,22.60,16.70,18.60,100.00,89.00,59.00,8.00,0.00,11.00,0.38,1.00
20180820,20-08-18,d,d0008,17.00,62.00,1427.25,formal,viscose,black,other,3.00,7.00,0.00,30.20,23.50,17.00,18.00,99.00,77.00,45.00,6.00,0.00,6.00,0.00,1.00
20180821,21-08-18,d,d0008,22.00,10.00,1427.25,formal,viscose,black,other,3.00,7.00,0.00,31.30,24.60,17.90,17.60,89.00,69.00,48.00,18.00,1.00,18.00,0.03,1.00
20180822,22-08-18,d,d0008,21.00,12.00,1427.25,formal,viscose,black,other,3.00,8.00,0.00,25.10,19.70,14.30,12.80,89.00,65.00,39.00,13.00,0.00,13.00,0.00,1.00
20180823,23-08-18,d,d0008,21.00,92.00,1427.25,formal,viscose,black,other,3.00,8.00,0.00,26.60,18.90,11.20,10.20,87.00,62.00,36.00,8.00,0.00,8.00,0.00,1.00
20180824,24-08-18,d,d0008,29.00,47.00,1427.25,formal,viscose,black,other,3.00,9.00,1.00,28.40,20.70,12.90,11.10,88.00,58.00,31.00,10.00,0.00,10.00,0.00,1.00
20180825,25-08-18,d,d0008,18.00,91.00,1427.25,formal,viscose,black,other,3.00,9.00,1.00,31.00,22.00,13.10,12.80,86.00,60.00,35.00,10.00,0.00,10.00,0.00,1.00
20180826,26-08-18,d,d0008,19.00,23.00,1427.25,formal,viscose,black,other,3.00,9.00,1.00,32.60,23.70,14.80,13.90,81.00,56.00,36.00,10.00,0.00,10.00,0.00,1.00
20180827,27-08-18,d,d0008,13.00,63.00,1427.25,formal,viscose,black,other,3.00,8.00,0.00,33.10,25.20,17.30,13.40,80.00,54.00,27.00,8.00,0.00,8.00,0.00,1.00
20180828,28-08-18,d,d0008,17.00,17.00,1427.25,formal,viscose,black,other,3.00,8.00,0.00,29.70,23.70,17.60,18.70,97.00,82.00,52.00,10.00,0.00,10.00,0.00,1.00
20180829,29-08-18,d,d0008,14.00,94.00,1427.25,formal,viscose,black,other,3.00,9.00,0.00,23.10,19.60,16.00,17.00,96.00,87.00,67.00,8.00,0.00,8.00,0.23,1.00
20180830,30-08-18,d,d0008,24.00,72.00,1427.25,formal,viscose,black,other,3.00,10.00,0.00,25.50,20.10,14.60,14.90,99.00,77.00,52.00,8.00,0.00,10.00,0.00,1.00
20180831,31-08-18,d,d0008,21.00,26.00,1427.25,formal,viscose,black,other,3.00,7.00,0.00,26.40,19.90,13.30,13.90,96.00,71.00,44.00,3.00,0.00,8.00,0.00,1.00
20160901,01-09-16,s,s0001,17.00,34.00,625.00,casual,viscose,green,stripy,5.00,7.00,0.00,24.40,17.60,10.70,11.40,95.00,71.00,46.00,6.00,0.00,8.00,0.00,0.00
20160902,02-09-16,s,s0001,24.00,74.00,625.00,casual,viscose,green,stripy,5.00,9.00,0.00,28.10,20.70,13.30,11.50,83.00,60.00,35.00,8.00,0.00,10.00,0.00,0.00
20160903,03-09-16,s,s0001,22.00,46.00,625.00,casual,viscose,green,stripy,5.00,9.00,1.00,26.20,20.40,14.70,13.30,84.00,67.00,41.00,8.00,0.00,10.00,0.00,0.00
20160904,04-09-16,s,s0001,16.00,8.00,625.00,casual,viscose,green,stripy,5.00,9.00,1.00,28.40,20.60,12.80,12.30,90.00,63.00,38.00,10.00,0.00,18.00,0.00,0.00
20160905,05-09-16,s,s0001,13.00,13.00,625.00,casual,viscose,green,stripy,5.00,9.00,0.00,30.60,24.10,17.60,13.80,73.00,56.00,38.00,5.00,0.00,13.00,0.00,0.00
20160906,06-09-16,s,s0001,13.00,16.00,625.00,casual,viscose,green,stripy,5.00,8.00,0.00,27.30,22.10,16.80,16.40,92.00,76.00,55.00,8.00,1.00,11.00,0.00,0.00
20160907,07-09-16,s,s0001,22.00,63.00,625.00,casual,viscose,green,stripy,5.00,6.00,0.00,26.00,19.70,13.40,12.90,93.00,67.00,45.00,5.00,0.00,13.00,0.00,0.00
20160908,08-09-16,s,s0001,12.00,62.00,625.00,casual,viscose,green,stripy,5.00,10.00,0.00,28.10,20.90,13.70,11.10,83.00,57.00,33.00,6.00,0.00,14.00,0.00,0.00
20160909,09-09-16,s,s0001,14.00,96.00,625.00,casual,viscose,green,stripy,5.00,8.00,0.00,25.40,19.40,13.30,13.20,95.00,69.00,42.00,6.00,0.00,11.00,0.00,0.00
20160910,10-09-16,s,s0001,19.00,100.00,625.00,casual,viscose,green,stripy,5.00,8.00,1.00,27.20,19.90,12.70,12.70,82.00,67.00,47.00,3.00,0.00,6.00,0.00,0.00
20160911,11-09-16,s,s0001,19.00,30.00,625.00,casual,viscose,green,stripy,5.00,8.00,1.00,30.00,22.60,15.10,12.50,80.00,56.00,35.00,5.00,0.00,8.00,0.00,0.00
20160912,12-09-16,s,s0001,11.00,38.00,625.00,casual,viscose,green,stripy,5.00,8.00,0.00,29.10,23.20,17.20,14.80,83.00,64.00,47.00,8.00,0.00,10.00,0.00,0.00
20160913,13-09-16,s,s0001,17.00,16.00,625.00,casual,viscose,green,stripy,5.00,5.00,0.00,25.50,21.20,16.80,13.80,83.00,74.00,57.00,5.00,0.00,6.00,0.00,0.00
20160914,14-09-16,s,s0001,16.00,32.00,625.00,casual,viscose,green,stripy,5.00,8.00,0.00,21.40,16.70,12.10,9.70,83.00,65.00,47.00,10.00,1.00,16.00,0.00,0.00
20160915,15-09-16,s,s0001,15.00,8.00,625.00,casual,viscose,green,stripy,5.00,8.00,0.00,20.30,14.20,8.00,8.40,90.00,70.00,51.00,8.00,0.00,13.00,0.00,0.00
20160916,16-09-16,s,s0001,18.00,43.00,625.00,casual,viscose,green,stripy,5.00,7.00,0.00,24.70,16.60,8.40,8.50,95.00,65.00,35.00,6.00,0.00,11.00,0.00,0.00
20160917,17-09-16,s,s0001,20.00,28.00,625.00,casual,viscose,green,stripy,5.00,9.00,1.00,19.70,15.20,10.70,9.70,93.00,72.00,47.00,8.00,0.00,11.00,0.00,0.00
20160918,18-09-16,s,s0001,23.00,77.00,625.00,casual,viscose,green,stripy,5.00,7.00,1.00,18.60,13.20,7.90,6.80,95.00,71.00,40.00,5.00,0.00,10.00,0.00,0.00
20160919,19-09-16,s,s0001,17.00,81.00,625.00,casual,viscose,green,stripy,5.00,8.00,0.00,18.10,11.50,4.90,5.20,98.00,70.00,43.00,5.00,0.00,10.00,0.00,0.00
20160920,20-09-16,s,s0001,20.00,80.00,625.00,casual,viscose,green,stripy,5.00,9.00,0.00,13.70,10.10,6.60,3.90,81.00,67.00,48.00,5.00,0.00,11.00,0.00,0.00
20160921,21-09-16,s,s0001,18.00,9.00,625.00,casual,viscose,green,stripy,5.00,8.00,0.00,8.70,7.70,6.80,6.70,96.00,94.00,92.00,0.00,0.00,5.00,0.38,0.00
20160922,22-09-16,s,s0001,21.00,62.00,625.00,casual,viscose,green,stripy,5.00,9.00,0.00,9.50,8.70,8.10,7.40,96.00,92.00,89.00,6.00,0.00,8.00,0.41,0.00
20160923,23-09-16,s,s0001,16.00,12.00,625.00,casual,viscose,green,stripy,5.00,9.00,0.00,13.40,9.10,7.30,6.80,95.00,86.00,63.00,11.00,0.00,13.00,0.00,0.00
20160924,24-09-16,s,s0001,23.00,19.00,625.00,casual,viscose,green,stripy,5.00,9.00,1.00,19.20,12.60,7.60,8.30,93.00,76.00,57.00,13.00,0.00,13.00,0.00,0.00
20160925,25-09-16,s,s0001,29.00,67.00,625.00,casual,viscose,green,stripy,5.00,8.00,1.00,16.60,12.10,8.40,9.90,98.00,87.00,69.00,10.00,0.00,11.00,0.00,0.00
20160926,26-09-16,s,s0001,12.00,59.00,625.00,casual,viscose,green,stripy,5.00,6.00,0.00,15.80,11.60,8.90,7.80,88.00,78.00,61.00,14.00,1.00,14.00,0.00,0.00
20160927,27-09-16,s,s0001,16.00,98.00,625.00,casual,viscose,green,stripy,5.00,7.00,0.00,12.80,10.20,7.10,7.30,95.00,83.00,66.00,10.00,0.00,10.00,0.00,0.00
20160928,28-09-16,s,s0001,16.00,48.00,625.00,casual,viscose,green,stripy,5.00,6.00,0.00,16.30,11.90,9.30,9.20,93.00,84.00,65.00,6.00,0.00,8.00,0.00,0.00
20160929,29-09-16,s,s0001,22.00,68.00,625.00,casual,viscose,green,stripy,5.00,10.00,0.00,20.10,14.30,10.90,10.60,91.00,78.00,60.00,13.00,0.00,19.00,0.00,0.00
20160930,30-09-16,s,s0001,18.00,3.00,625.00,casual,viscose,green,stripy,5.00,11.00,0.00,26.20,17.30,9.60,12.40,97.00,75.00,48.00,14.00,0.00,19.00,0.00,0.00
20161001,01-10-16,s,s0001,24.00,88.00,625.00,casual,viscose,green,stripy,5.00,8.00,1.00,26.00,18.70,11.70,13.40,95.00,73.00,48.00,8.00,0.00,8.00,0.00,0.00
20161002,02-10-16,s,s0001,20.00,8.00,625.00,casual,viscose,green,stripy,5.00,9.00,1.00,19.90,16.40,13.10,13.80,91.00,84.00,76.00,11.00,0.00,11.00,0.00,0.00
20161003,03-10-16,s,s0001,14.00,58.00,625.00,casual,viscose,green,stripy,5.00,9.00,0.00,23.20,15.60,10.00,12.20,99.00,82.00,56.00,6.00,0.00,6.00,0.00,0.00
20161004,04-10-16,s,s0001,16.00,51.00,625.00,casual,viscose,green,stripy,5.00,8.00,0.00,20.90,15.50,12.00,12.20,96.00,81.00,62.00,3.00,0.00,10.00,0.23,0.00
20161005,05-10-16,s,s0001,18.00,25.00,625.00,casual,viscose,green,stripy,5.00,7.00,0.00,14.40,12.60,8.20,12.00,98.00,96.00,93.00,10.00,0.00,14.00,1.96,0.00
20161006,06-10-16,s,s0001,17.00,98.00,625.00,casual,viscose,green,stripy,5.00,7.00,0.00,14.10,8.10,3.10,5.80,98.00,86.00,64.00,6.00,0.00,6.00,0.00,0.00
20161007,07-10-16,s,s0001,23.00,74.00,625.00,casual,viscose,green,stripy,5.00,8.00,0.00,11.80,7.80,4.70,7.00,98.00,95.00,81.00,13.00,0.00,13.00,0.46,0.00
20161008,08-10-16,s,s0001,22.00,85.00,625.00,casual,viscose,green,stripy,5.00,8.00,1.00,9.10,6.10,2.60,5.40,99.00,96.00,87.00,21.00,1.00,21.00,1.52,0.00
20161009,09-10-16,s,s0001,24.00,40.00,625.00,casual,viscose,green,stripy,5.00,8.00,1.00,7.40,6.80,6.40,6.40,98.00,97.00,97.00,18.00,1.00,19.00,3.56,0.00
20161010,10-10-16,s,s0001,14.00,56.00,625.00,casual,viscose,green,stripy,5.00,7.00,0.00,9.10,7.60,6.40,7.20,98.00,97.00,97.00,16.00,0.00,16.00,0.86,0.00
20161011,11-10-16,s,s0001,20.00,79.00,625.00,casual,viscose,green,stripy,5.00,5.00,0.00,9.40,8.00,6.40,7.40,98.00,96.00,90.00,10.00,0.00,10.00,0.03,0.00
20161012,12-10-16,s,s0001,20.00,73.00,625.00,casual,viscose,green,stripy,5.00,9.00,0.00,9.10,8.20,4.60,6.70,97.00,91.00,81.00,18.00,1.00,19.00,0.00,0.00
20161013,13-10-16,s,s0001,24.00,72.00,625.00,casual,viscose,green,stripy,5.00,3.00,0.00,6.80,5.10,2.30,1.20,86.00,76.00,67.00,16.00,1.00,23.00,0.00,0.00
20161014,14-10-16,s,s0001,24.00,16.00,625.00,casual,viscose,green,stripy,5.00,10.00,1.00,8.90,4.60,0.10,0.90,94.00,78.00,64.00,11.00,1.00,13.00,0.00,0.00
20161015,15-10-16,s,s0001,17.00,67.00,625.00,casual,viscose,green,stripy,5.00,6.00,1.00,6.90,3.80,0.70,0.50,90.00,79.00,67.00,8.00,0.00,8.00,0.00,0.00
20161016,16-10-16,s,s0001,16.00,73.00,625.00,casual,viscose,green,stripy,5.00,8.00,1.00,9.60,5.00,0.40,1.10,97.00,77.00,58.00,13.00,0.00,13.00,0.00,0.00
20161017,17-10-16,s,s0001,8.00,26.00,625.00,casual,viscose,green,stripy,5.00,10.00,0.00,9.80,3.60,-1.50,0.90,99.00,84.00,57.00,6.00,0.00,6.00,0.00,0.00
20161018,18-10-16,s,s0001,9.00,28.00,625.00,casual,viscose,green,stripy,5.00,8.00,0.00,9.30,4.30,-0.50,0.60,97.00,77.00,55.00,13.00,0.00,14.00,0.00,0.00
20161019,19-10-16,s,s0001,13.00,19.00,625.00,casual,viscose,green,stripy,5.00,7.00,0.00,7.70,2.20,-2.30,-0.60,98.00,82.00,62.00,14.00,0.00,14.00,0.00,0.00
20161020,20-10-16,s,s0001,16.00,12.00,625.00,casual,viscose,green,stripy,5.00,5.00,0.00,6.30,2.10,-1.40,-0.90,93.00,81.00,64.00,14.00,0.00,14.00,0.00,0.00
20161021,21-10-16,s,s0001,23.00,66.00,625.00,casual,viscose,green,stripy,5.00,7.00,0.00,5.30,3.90,1.60,0.90,86.00,81.00,77.00,8.00,0.00,13.00,0.00,0.00
20161022,22-10-16,s,s0001,24.00,73.00,625.00,casual,viscose,green,stripy,5.00,5.00,1.00,9.40,6.70,4.60,2.70,93.00,76.00,61.00,18.00,1.00,18.00,0.00,0.00
20161023,23-10-16,s,s0001,13.00,62.00,625.00,casual,viscose,green,stripy,5.00,7.00,1.00,6.80,5.30,3.90,0.70,77.00,72.00,68.00,14.00,1.00,16.00,0.00,0.00
20161024,24-10-16,s,s0001,8.00,71.00,625.00,casual,viscose,green,stripy,5.00,8.00,0.00,7.30,5.10,3.40,-0.20,77.00,69.00,57.00,13.00,1.00,13.00,0.00,0.00
20161025,25-10-16,s,s0001,18.00,2.00,625.00,casual,viscose,green,stripy,5.00,7.00,0.00,8.20,5.20,3.60,-0.90,80.00,65.00,51.00,27.00,2.00,27.00,0.00,0.00
20161026,26-10-16,s,s0001,11.00,8.00,625.00,casual,viscose,green,stripy,5.00,7.00,0.00,4.50,2.40,0.60,-1.10,97.00,79.00,59.00,21.00,1.00,23.00,0.05,0.00
20161027,27-10-16,s,s0001,11.00,94.00,625.00,casual,viscose,green,stripy,5.00,5.00,0.00,3.90,2.20,0.40,1.60,98.00,96.00,94.00,5.00,0.00,5.00,0.74,0.00
20161028,28-10-16,s,s0001,15.00,27.00,625.00,casual,viscose,green,stripy,5.00,10.00,0.00,7.40,4.20,2.80,1.40,96.00,83.00,59.00,10.00,0.00,10.00,0.00,0.00
20161029,29-10-16,s,s0001,22.00,27.00,625.00,casual,viscose,green,stripy,5.00,6.00,1.00,9.50,5.40,2.90,3.60,96.00,89.00,75.00,23.00,1.00,23.00,0.71,0.00
20161030,30-10-16,s,s0001,14.00,92.00,625.00,casual,viscose,green,stripy,5.00,6.00,1.00,7.20,4.70,3.30,3.40,95.00,91.00,79.00,13.00,1.00,18.00,0.56,0.00
20161031,31-10-16,s,s0001,10.00,45.00,625.00,casual,viscose,green,stripy,5.00,6.00,0.00,3.70,1.90,-0.60,0.70,96.00,92.00,86.00,13.00,0.00,13.00,0.13,0.00
20161101,01-11-16,s,s0001,13.00,4.00,625.00,casual,viscose,green,stripy,5.00,8.00,0.00,2.40,-0.10,-2.90,-2.20,94.00,86.00,71.00,8.00,0.00,8.00,0.03,0.00
20161102,02-11-16,s,s0001,18.00,97.00,625.00,casual,viscose,green,stripy,5.00,5.00,0.00,4.30,0.90,-2.00,0.20,98.00,95.00,90.00,10.00,0.00,16.00,0.79,0.00
20161103,03-11-16,s,s0001,17.00,68.00,625.00,casual,viscose,green,stripy,5.00,4.00,0.00,7.90,4.80,2.30,2.60,98.00,87.00,70.00,21.00,1.00,21.00,0.03,0.00
20161104,04-11-16,s,s0001,18.00,1.00,625.00,casual,viscose,green,stripy,5.00,6.00,0.00,6.10,3.50,1.60,-0.20,88.00,77.00,50.00,14.00,1.00,18.00,0.00,0.00
20161105,05-11-16,s,s0001,16.00,24.00,625.00,casual,viscose,green,stripy,5.00,8.00,1.00,7.90,3.30,-1.70,-0.50,93.00,77.00,55.00,13.00,0.00,18.00,0.00,0.00
